Cluster_KMeans,Avg_Age,Avg_Satisfaction,Loan_Applied_Rate,Corporate_Rate,Investment_Rate,Avg_Sale_Price,Total_Clients,Segment_Name
0,70.73934837092732,4.508145363408521,0.3333333333333333,0.0,0.2844611528822055,343265.87772556394,1596,Corporate Buyers
1,41.111216730038024,4.032794676806084,0.39448669201520914,0.0,0.342680608365019,347200.042276616,2104,Luxury Investors
2,70.41206030150754,2.089081772498858,0.36363636363636365,0.0,0.26907263590680675,345675.90466423024,2189,Global Investors
3,41.44844632768361,1.4406779661016949,0.3714689265536723,0.0,0.3411016949152542,343012.1297528249,1416,First-Time Buyers
